gene,t_stat,p_value,fdr,mean_ALL,mean_AML,log2FC,cohen_d,abs_cohen_d
GB DEF = OCP2 gene; partial cds,-0.5108682366898629,0.6125812750753574,0.7840622754847463,155.95744680851064,170.6,-0.006521444016158632,-0.1446503553048874,0.1446503553048874
MPL gene (thrombopoietin receptor) extracted from Human thrombopoietin receptor (MPL) gene,-0.5491282891067012,0.5857561248396972,0.7646644523991247,31.74468085106383,96.44,-0.029724895900197175,-0.14461889031076838,0.14461889031076838
GB DEF = Polyadenylate binding protein II,-0.5491282891067012,0.5857561248396972,0.7646644523991247,31.74468085106383,96.44,-0.029724895900197175,-0.14461889031076838,0.14461889031076838
GB DEF = Expressed pseudo TCTA mRNA at t(1;3) translocation site,-0.5795390434886014,0.5648262851758372,0.7504000348525053,19.06382978723404,24.72,-0.002634091572230267,-0.14448876013873743,0.14448876013873743
NF-AT3 mRNA,-0.5795390434886014,0.5648262851758372,0.7504000348525053,19.06382978723404,24.72,-0.002634091572230267,-0.14448876013873743,0.14448876013873743
HFH4_cds gene extracted from H.sapiens HFH4 gene; exon 1 and joined CDS,0.6523362138802218,0.516418503292134,0.7127471969402877,512.5744680851063,482.56,0.0121172979214908,0.14425521025991223,0.14425521025991223
ITGB1 Integrin; beta 1 (fibronectin receptor; beta polypeptide; antigen CD29 includes MDF2; MSK12),-0.5666993205388685,0.5735971151655144,0.7566938997066899,-19.127659574468087,8.32,-0.012896149097275126,-0.14415139401479682,0.14415139401479682
TRANSCRIPTION INITIATION FACTOR TFIID 250 KD SUBUNIT,-0.5438311250124901,0.5894059919205938,0.7664858293327095,901.7872340425532,955.52,-0.019357768593707986,-0.1440102502648156,0.1440102502648156
NADH:ubiquinone oxidoreductase subunit B13 (B13) mRNA,-0.5349809382234422,0.5955633940113028,0.7718181123262275,-26.25531914893617,-20.4,-0.0027672286928662362,-0.1436767970266258,0.1436767970266258
Tax1 binding protein mRNA; partial cds,-0.62271623903097,0.5357653073209743,0.7275182620745192,60.1063829787234,106.6,-0.021231346170754204,-0.14339155853804192,0.14339155853804192
HTK Hepatoma transmembrane kinase,0.5964685479863674,0.5532945463438712,0.741574886423286,-35.234042553191486,-45.76,0.005002716825090765,0.14336032273794924,0.14336032273794924
FGF1 Fibroblast growth factor 1 (acidic){alternative products},0.6745448955748888,0.5021915920616007,0.7012975239583058,206.14893617021278,138.08,0.03023486759691729,0.14317592291161793,0.14317592291161793
GB DEF = Nebulin mRNA; partial cds,0.6633098161692014,0.509340090617928,0.7065743346984255,188.95744680851064,157.72,0.013869424064560083,0.1431471381539988,0.1431471381539988
KIAA0067 gene,-0.6084100854987309,0.5452609154268129,0.7345361047010108,30.404255319148938,38.52,-0.003764248130195702,-0.1429489278514862,0.1429489278514862
EVI2A PROTEIN PRECURSOR TROPIC VIRAL INTEGRATION SITE 2A PROTEIN),-0.487269078598364,0.6292893520567071,0.7940183700552681,64.27659574468085,72.12,-0.0035988971496806466,-0.14290086236858546,0.14290086236858546
Caldesmon 1; Alt. Splice 3; Non-Muscle,0.5483251307206375,0.5862232216581058,0.7646644523991247,-22.425531914893618,-28.12,0.0026929261846428978,0.14289278726961185,0.14289278726961185
Ras-Like Protein Tc10,-0.5565058651078433,0.5805481100429315,0.761506203112333,-6.531914893617022,8.52,-0.007057331271011023,-0.14273174043957756,0.14273174043957756
KIAA0181 gene; partial cds,-0.5565058651078433,0.5805481100429315,0.761506203112333,-6.531914893617022,8.52,-0.007057331271011023,-0.14273174043957756,0.14273174043957756
STRESS-ACTIVATED PROTEIN KINASE JNK1,0.611154541710158,0.5434180836370844,0.7334169679874443,-50.255319148936174,-56.68,0.00306658710233088,0.14269404796927737,0.14269404796927737
MAP KINASE-ACTIVATED PROTEIN KINASE 2,0.528321200402492,0.6001662876040106,0.7752465055859742,37.38297872340426,30.12,0.003369487299485034,0.14248229312964358,0.14248229312964358
BLR1 Burkitt lymphoma receptor 1; GTP-binding protein,-0.5341581298008038,0.5960724659227128,0.7721970942327856,55.42553191489362,63.16,-0.0035589928097794717,-0.1424125620951217,0.1424125620951217
Spinal Muscular Atrophy 4,0.5510027914404888,0.5843370101299883,0.7643743531723912,24.27659574468085,18.24,0.0028118318404710212,0.14234465434129034,0.14234465434129034
GCK Glucokinase (hexokinase 4; maturity onset diabetes of the young 2),-0.590131374117624,0.5575239378512857,0.7447232814206138,-31.70212765957447,-26.16,-0.0026240306549057493,-0.1422566223070611,0.1422566223070611
GB DEF = Retinoblastoma susceptibility protein (RB1) gene; with a 3 bp deletion in exon 22 (L11910 bases 161855-162161),-0.561704693157444,0.576931541689276,0.7591260540241507,562.468085106383,641.64,-0.03105591660847931,-0.14215824519713172,0.14215824519713172
ST2 Suppression of tumorigenicity 2,-0.5273797409169056,0.6008098217729247,0.7756995463560619,415.78723404255317,454.48,-0.0158986904478488,-0.14215211670373953,0.14215211670373953
mRNA translocon-associated protein delta subunit precursor,-0.5448009917449511,0.5886093777599846,0.7658245337326941,457.59574468085106,518.32,-0.024581856646848595,-0.14168570278757395,0.14168570278757395
MMP2 Matrix metalloproteinase 2 (gelatinase A; collagenase type IV),-0.5749620998826727,0.5678075049230988,0.7524636964744981,194.46808510638297,207.64,-0.005798830789798957,-0.1415953224860476,0.1415953224860476
2-5A binding protein,-0.6133671213311731,0.5419007006362313,0.7323621032863873,82.85106382978724,93.52,-0.004864454291023668,-0.14158587137041403,0.14158587137041403
CD48 CD48 antigen (B-cell membrane protein),-0.6133671213311731,0.5419007006362313,0.7323621032863873,82.85106382978724,93.52,-0.004864454291023668,-0.14158587137041403,0.14158587137041403
RNA polymerase II subunit (hsRPB8) mRNA,0.5455071031081754,0.5881098914956897,0.7657696549903061,80.02127659574468,73.64,0.002919991682628124,0.14152413221286167,0.14152413221286167
FGFR4 Fibroblast growth factor receptor 4,0.5911236081109243,0.55681525721525,0.7441949697576898,-893.4468085106383,-956.04,0.04197977065375122,0.14142930128919703,0.14142930128919703
Testis specific RNA binding protein (SPGYLA) mRNA,-0.5505580572392373,0.5845865368808089,0.7644301121953255,162.85106382978722,189.0,-0.011600863377982136,-0.14120824484139893,0.14120824484139893
TNNI2 Troponin I (skeletal fast),-0.5100800987206873,0.612952654845744,0.7843690805465335,1124.3191489361702,1197.64,-0.02496643333673177,-0.14105135435647106,0.14105135435647106
CALMODULIN,0.5564222258419117,0.5805137947008416,0.761506203112333,95.14893617021276,64.32,0.014094058771073012,0.14093510990699235,0.14093510990699235
CHGA Chromogranin A,0.5395622801264587,0.5922192452311084,0.768741988210592,352.0851063829787,296.32,0.023661486208524936,0.14092976716979563,0.14092976716979563
Chromatin structural protein homolog (SUPT5H) mRNA,-0.5738314760405574,0.5685426822173729,0.7525326367485428,11.914893617021276,22.12,-0.004760034491000807,-0.14082001745746847,0.14082001745746847
GB DEF = Nucleoporin nup 36 mRNA,-0.5045060107384923,0.6168929754396776,0.7868471720130412,25.595744680851062,34.64,-0.004200777965944253,-0.14079926884574723,0.14079926884574723
HsLIM15 mRNA for HsLim15,-0.4841725567134563,0.6313998472814821,0.7955450535546172,20220.14893617021,21024.12,-0.0489488459121522,-0.1407564032030327,0.1407564032030327
Nuclear orphan receptor mRNA,0.6489565356284301,0.5185287498794677,0.7142446567294165,151.5531914893617,141.64,0.004437950284027495,0.14070089488938625,0.14070089488938625
DM Dystrophia myotonica (includes dystrophia myotonia protein kinase),-0.5175378659501417,0.6076583095427691,0.7801181503206197,99.23404255319149,117.6,-0.00832069072658212,-0.14063664598436215,0.14063664598436215
Golli-Mbp (Gb:L18862),-0.5175378659501417,0.6076583095427691,0.7801181503206197,99.23404255319149,117.6,-0.00832069072658212,-0.14063664598436215,0.14063664598436215
Glutathione-S-transferase homolog mRNA,-0.49525599943166443,0.6234598090228571,0.7912844896784669,45.638297872340424,52.52,-0.0031769440301229373,-0.14047051641664093,0.14047051641664093
GB DEF = PTX3 gene promotor region,0.5443108576055538,0.5888857192786292,0.7659489678411507,79.19148936170212,68.76,0.004777646859297001,0.14044124402897512,0.14044124402897512
SWI/SNF complex 155 KDa subunit (BAF155) mRNA,0.5336302916196352,0.59633526246921,0.7723971813486552,-46.93617021276596,-62.48,0.007422339927448657,0.14038038651990103,0.14038038651990103
Chitotriosidase precursor mRNA,-0.7307261270581749,0.4678243955836753,0.6718614254867086,42.51063829787234,79.28,-0.016910855405944995,-0.1403056184010914,0.1403056184010914
Clone 23614 mRNA sequence,-0.5500290132510276,0.5849000188974844,0.7646644523991247,1123.9787234042553,1239.24,-0.039058780383604844,-0.14016973772018412,0.14016973772018412
DbpB-like protein mRNA,-0.5594902071066433,0.5783465055167283,0.7605667289851975,-316.0,-295.88,-0.0104788892079212,-0.13995041644752357,0.13995041644752357
FKBP3 FK506-binding protein 3 (25kD),-0.5825618917302128,0.5625485590539285,0.7487693572620345,13120.382978723404,13455.0,-0.029502336954605576,-0.13988620619928838,0.13988620619928838
ELA1 Elastase 1; pancreatic (elastase IIA),0.5837406131019267,0.5617402350725945,0.7479672324537534,-365.48936170212767,-394.32,0.015427575933262622,0.13971512094469737,0.13971512094469737
LEPR Leptin receptor,0.5837406131019267,0.5617402350725945,0.7479672324537534,-365.48936170212767,-394.32,0.015427575933262622,0.13971512094469737,0.13971512094469737
Tyrosine Kinase (Gb:Z25437),-0.4698542647544196,0.6416368543393725,0.8018740548232028,20.0,29.0,-0.004187796963898108,-0.13956050240567985,0.13956050240567985
DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,0.553307860328165,0.5825947016794497,0.7630567018689688,132.08510638297872,113.36,0.008445463716998223,0.13950210107086253,0.13950210107086253
ACP5 Acid phosphatase 5; tartrate resistant,0.6270232528585237,0.5327980818169571,0.7257007117449535,292.78723404255317,278.28,0.006226190030371563,0.13947335044453568,0.13947335044453568
Transcription factor SIM2 long form mRNA,-0.5648955111040719,0.5746005722414826,0.7573169679255924,422.70212765957444,458.56,-0.014710790496318961,-0.13944208609285788,0.13944208609285788
54 kDa protein mRNA,-0.5595239727766468,0.5782845658229024,0.7605667289851975,1256.2553191489362,1311.2,-0.01818220631811872,-0.13917216539699115,0.13917216539699115
Neurogenic helix-loop-helix protein NEUROD (neurod) gene,0.5588018141174018,0.5787807651168138,0.7606220398986759,-188.29787234042553,-200.56,0.00613919874509899,0.13913630941151323,0.13913630941151323
B12 protein mRNA,-0.5074604115143033,0.6147056046490617,0.7852062812297368,-217.7872340425532,-193.76,-0.012077156713984,-0.13905997701468423,0.13905997701468423
AARS Alanyl-tRNA synthetase,0.5845227251443365,0.5611772803567769,0.7475023975454901,152.61702127659575,141.52,0.004967202318312534,0.13898817162352595,0.13898817162352595
SCCA1 Squamous cell carcinoma antigen 1,-0.5354213501710858,0.5949970540367595,0.7716452607291355,-35.57446808510638,-30.28,-0.0025100631388819176,-0.13873908514367742,0.13873908514367742
DEFA1 Defensin; alpha 1; myeloid-related sequence ,-0.6046516348271306,0.5476048798506323,0.7369973925722405,496.1914893617021,676.44,-0.07101958489741225,-0.13862021336701189,0.13862021336701189
Metabotropic glutamate receptor 1 beta (mGluR1beta) mRNA,0.5902309848095412,0.557295211219514,0.7445572640149766,-92.63829787234043,-101.8,0.004437235669409319,0.13857217924531948,0.13857217924531948
ZNF132 Zinc finger protein 132 (clone pHZ-12),-0.5486664033854864,0.5857625075788266,0.7646644523991247,-35.744680851063826,-26.88,-0.004200444041766429,-0.13854480526995971,0.13854480526995971
KIAA0172 gene; partial cds,0.5379144814698805,0.5932311750992924,0.7697752179255288,465.8085106382979,425.0,0.016719152519369115,0.13826908113456576,0.13826908113456576
ABC3 ATP-binding cassette 3,0.562975601078475,0.5758621024568533,0.7579986943158986,139.6595744680851,127.0,0.005690885697794008,0.13823608170696167,0.13823608170696167
Myosin-IC mRNA,0.5090841889311752,0.6135105098630873,0.7845231255271659,-114.85106382978724,-129.76,0.0072820984620425916,0.1382207294538238,0.1382207294538238
Fibroblast Growth Factor Receptor K-Sam; Alt. Splice 3; K-Sam Iii,-0.5495275470856829,0.5851485268276155,0.7646644523991247,135.3404255319149,143.92,-0.0038492351617722934,-0.13821371261621246,0.13821371261621246
B1 mRNA for mucin,-0.5495275470856829,0.5851485268276155,0.7646644523991247,135.3404255319149,143.92,-0.0038492351617722934,-0.13821371261621246,0.13821371261621246
Signal transducing adaptor molecule STAM mRNA,0.5322420642498158,0.5971921183119779,0.7729452816714035,-309.29787234042556,-339.56,0.015867103038049307,0.1381731094852035,0.1381731094852035
COL4A2 Collagen; type IV; alpha 2,-0.58042803154017,0.5639096560196346,0.7496013309274614,85.36170212765957,93.6,-0.0037546770158978157,-0.13787424626834324,0.13787424626834324
ARSD Arylsulfatase D,-0.5853722566772275,0.5605521186253841,0.7472281327001428,-124.14893617021276,-113.72,-0.005088081386365825,-0.1378391357868669,0.1378391357868669
BCKDHA Branched chain keto acid dehydrogenase E1; alpha polypeptide (maple syrup urine disease),-0.4995704925642167,0.6202474357377222,0.7887100998920471,245.04255319148936,265.76,-0.008971916505378857,-0.13780874388118372,0.13780874388118372
Non-lens beta gamma-crystallin like protein (AIM1) mRNA; partial cds,0.5409467349795224,0.591083159824359,0.7674070017096803,61.42553191489362,52.64,0.004045553486388741,0.13762048620365855,0.13762048620365855
HTR2C 5-hydroxytryptamine (serotonin) receptor 2C,-0.48799153337047213,0.6284970955204108,0.7937211326775923,12.53191489361702,20.0,-0.003484232835869589,-0.1374723490711771,0.1374723490711771
Parvalbumin,0.5748992360909624,0.5676563147455833,0.7524636964744981,115.91489361702128,96.16,0.008956644624458615,0.13743780058523825,0.13743780058523825
GRIA1 Glutamate receptor; ionotropic; AMPA 1,0.5748992360909624,0.5676563147455833,0.7524636964744981,115.91489361702128,96.16,0.008956644624458615,0.13743780058523825,0.13743780058523825
Arginine-rich nuclear protein mRNA,0.596480250528136,0.5530313514700433,0.7413615089563631,141.6595744680851,126.12,0.0069843241646525426,0.13721855407240088,0.13721855407240088
NAGLU N-acetylglucosaminidase; alpha- (Sanfilippo disease IIIB,0.48779708450907405,0.6286199745345584,0.7937357064216909,-277.3404255319149,-331.2,0.028034978911845237,0.13715455313246117,0.13715455313246117
MAGE-9 antigen (MAGE9) gene,-0.5194497624575318,0.606123485928676,0.7788490142728067,13.595744680851064,45.24,-0.014701211605959335,-0.1370778135038052,0.1370778135038052
RING3 PROTEIN,0.6107245655921653,0.5435042561197458,0.7334169679874443,964.5957446808511,904.32,0.021683597659038746,0.13703960542401653,0.13703960542401653
TJP1 Tight junction protein 1 (zona occludens 1),0.5741141527666955,0.5681739483970014,0.7524636964744981,85.29787234042553,66.2,0.008741968531588228,0.13702861397273108,0.13702861397273108
PTPRM Protein tyrosine phosphatase; receptor type; mu polypeptide,-0.5262723671320348,0.6013194095460308,0.7758925014757744,366.531914893617,397.64,-0.012978214920773919,-0.13702439100938157,0.13702439100938157
GB DEF = JNK activating kinase (JNKK1) mRNA,0.4940110953502465,0.6241697124671526,0.7917626121313756,18.25531914893617,12.6,0.0026392023566985962,0.13700957304863412,0.13700957304863412
VIP2 receptor,0.4940110953502465,0.6241697124671526,0.7917626121313756,18.25531914893617,12.6,0.0026392023566985962,0.13700957304863412,0.13700957304863412
Olfactory Receptor Or17-30,0.6085135476021262,0.544964737642149,0.7345361047010108,1541.4255319148936,1428.76,0.03563844850328514,0.13669372939459812,0.13669372939459812
3-KETOACYL-COA THIOLASE MITOCHONDRIAL,0.6658948262903349,0.5076891528301177,0.7055265555875596,1806.0212765957447,1680.4,0.03760853579570808,0.1366626980684406,0.1366626980684406
Plectin (PLEC1) mRNA,0.50836064791329,0.613941351966399,0.7846171671760362,145.04255319148936,125.52,0.008770697735061658,0.13665037218567713,0.13665037218567713
Iroquois-class homeodomain protein IRX-2a mRNA,-0.49790360760523894,0.6213675888661764,0.78947238300249,-68.34042553191489,-33.44,-0.016644430406842194,-0.1365160795090166,0.1365160795090166
Osteopontin gene,-0.5143201283402113,0.6097114725111805,0.7821905862033841,63.61702127659574,75.68,-0.005532474735359092,-0.13644121822833516,0.13644121822833516
UBIQUITIN-CONJUGATING ENZYME E2-CDC34 COMPLEMENTING,-0.5003528699781735,0.6196087494658833,0.7880804237185159,-47.04255319148936,-37.08,-0.004737386055116405,-0.13623944951372927,0.13623944951372927
CD27 CD27 antigen (T cell activation antigen),0.5466261012840402,0.5870594453868387,0.7651091016750957,582.2978723404256,406.8,0.07092492105921103,0.13616019979757885,0.13616019979757885
Heat shock protein 27 (HSP27) mRNA,-0.49567695596380906,0.6229218614075644,0.7907425124598516,630.936170212766,679.72,-0.018862236247758613,-0.13587385627215443,0.13587385627215443
